,osmid,y,x,street_cou,ref,highway,DAUID,DGUID,LANDAREA,PRUID,CHARACTERI,POPULATION,DENSITY,geometry
831,20964462,43.6702613,-79.3867828,4,,traffic_signals,35202821,2021S051235202821,0.0264,35,"Population, 2021",792.0,30000.0,POINT (-79.3867828 43.6702613)
832,20953780,43.6716101,-79.3805443,3,,traffic_signals,35202823,2021S051235202823,0.0915,35,"Population, 2021",825.0,9016.39344262,POINT (-79.3805443 43.6716101)
833,25831235,43.6719214,-79.3841161,1,,,35202823,2021S051235202823,0.0915,35,"Population, 2021",825.0,9016.39344262,POINT (-79.3841161 43.6719214)
834,25831236,43.6720396,-79.383579,4,,,35202823,2021S051235202823,0.0915,35,"Population, 2021",825.0,9016.39344262,POINT (-79.383579 43.6720396)
835,25832100,43.6721852,-79.3847581,4,,traffic_signals,35202823,2021S051235202823,0.0915,35,"Population, 2021",825.0,9016.39344262,POINT (-79.3847581 43.6721852)
836,25832101,43.6724669,-79.3848796,4,,,35202823,2021S051235202823,0.0915,35,"Population, 2021",825.0,9016.39344262,POINT (-79.3848796 43.6724669)
837,25832104,43.672855,-79.3830206,1,,,35202823,2021S051235202823,0.0915,35,"Population, 2021",825.0,9016.39344262,POINT (-79.3830206 43.672855)
838,32756005,43.6612307,-79.372229,4,,traffic_signals,35202840,2021S051235202840,0.0923,35,"Population, 2021",283.0,3066.08884074,POINT (-79.372229 43.6612307)
839,32759949,43.6606924,-79.3747259,3,,,35202840,2021S051235202840,0.0923,35,"Population, 2021",283.0,3066.08884074,POINT (-79.3747259 43.6606924)
840,32759951,43.6614566,-79.3750543,1,,,35202840,2021S051235202840,0.0923,35,"Population, 2021",283.0,3066.08884074,POINT (-79.3750543 43.6614566)
841,32759202,43.6615645,-79.3707009,4,,,35202842,2021S051235202842,0.0329,35,"Population, 2021",361.0,10972.6443769,POINT (-79.3707009 43.6615645)
842,32759209,43.6617811,-79.3697195,4,,traffic_signals,35202842,2021S051235202842,0.0329,35,"Population, 2021",361.0,10972.6443769,POINT (-79.3697195 43.6617811)
843,29603399,43.6620419,-79.3685397,4,,,35202843,2021S051235202843,0.0482,35,"Population, 2021",426.0,8838.17427386,POINT (-79.3685397 43.6620419)
844,31086754,43.6632101,-79.367534,3,,,35202843,2021S051235202843,0.0482,35,"Population, 2021",426.0,8838.17427386,POINT (-79.367534 43.6632101)
845,27559788,43.6588694,-79.3685377,4,,traffic_signals,35202845,2021S051235202845,0.0723,35,"Population, 2021",374.0,5172.89073306,POINT (-79.3685377 43.6588694)
846,27559798,43.659135,-79.3673487,4,,,35202845,2021S051235202845,0.0723,35,"Population, 2021",374.0,5172.89073306,POINT (-79.3673487 43.659135)
847,27559801,43.6592878,-79.366675,3,,,35202845,2021S051235202845,0.0723,35,"Population, 2021",374.0,5172.89073306,POINT (-79.366675 43.6592878)
848,29603400,43.6620852,-79.3682183,3,,,35202845,2021S051235202845,0.0723,35,"Population, 2021",374.0,5172.89073306,POINT (-79.3682183 43.6620852)
849,32759551,43.6623295,-79.3671791,3,,,35202845,2021S051235202845,0.0723,35,"Population, 2021",374.0,5172.89073306,POINT (-79.3671791 43.6623295)
850,27559776,43.6583171,-79.3710004,4,,traffic_signals,35202847,2021S051235202847,0.044,35,"Population, 2021",1025.0,23295.4545455,POINT (-79.3710004 43.6583171)
851,27559783,43.6586538,-79.3695027,4,,,35202847,2021S051235202847,0.044,35,"Population, 2021",1025.0,23295.4545455,POINT (-79.3695027 43.6586538)
852,27559759,43.6581714,-79.3723774,4,,,35202848,2021S051235202848,0.0291,35,"Population, 2021",624.0,21443.2989691,POINT (-79.3723774 43.6581714)
853,25768772,43.6570636,-79.3745475,4,,traffic_signals,35202850,2021S051235202850,0.0348,35,"Population, 2021",2031.0,58362.0689655,POINT (-79.3745475 43.6570636)
854,29603394,43.660436,-79.3758714,4,,traffic_signals,35202850,2021S051235202850,0.0348,35,"Population, 2021",2031.0,58362.0689655,POINT (-79.3758714 43.660436)
855,20964449,43.673624,-79.3853788,3,,,35202878,2021S051235202878,0.1292,35,"Population, 2021",481.0,3722.91021672,POINT (-79.3853788 43.673624)
856,20964461,43.6755965,-79.388954,4,,traffic_signals,35202878,2021S051235202878,0.1292,35,"Population, 2021",481.0,3722.91021672,POINT (-79.388954 43.6755965)
857,25831879,43.6754418,-79.3870042,1,,,35202878,2021S051235202878,0.1292,35,"Population, 2021",481.0,3722.91021672,POINT (-79.3870042 43.6754418)
858,25832733,43.6741878,-79.3849207,1,,,35202878,2021S051235202878,0.1292,35,"Population, 2021",481.0,3722.91021672,POINT (-79.3849207 43.6741878)
859,25832736,43.6747713,-79.3841159,3,,,35202878,2021S051235202878,0.1292,35,"Population, 2021",481.0,3722.91021672,POINT (-79.3841159 43.6747713)
860,25832763,43.6753993,-79.385262,3,,stop,35202878,2021S051235202878,0.1292,35,"Population, 2021",481.0,3722.91021672,POINT (-79.385262 43.6753993)
861,25832769,43.6745233,-79.3837537,3,,,35202878,2021S051235202878,0.1292,35,"Population, 2021",481.0,3722.91021672,POINT (-79.3837537 43.6745233)
862,25832780,43.6759483,-79.3842929,3,,,35202878,2021S051235202878,0.1292,35,"Population, 2021",481.0,3722.91021672,POINT (-79.3842929 43.6759483)
863,25832782,43.6758237,-79.3843324,3,,,35202878,2021S051235202878,0.1292,35,"Population, 2021",481.0,3722.91021672,POINT (-79.3843324 43.6758237)
864,20954210,43.6840602,-79.3835341,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3835341 43.6840602)
865,27459062,43.6785611,-79.3865432,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3865432 43.6785611)
866,27459076,43.6823746,-79.3864111,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3864111 43.6823746)
867,27459085,43.6813038,-79.3870309,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3870309 43.6813038)
868,32997038,43.6961017,-79.4157941,3,,,35202884,2021S051235202884,0.1329,35,"Population, 2021",487.0,3664.40933032,POINT (-79.4157941 43.6961017)
869,21292292,43.6979694,-79.4243294,3,,,35202888,2021S051235202888,0.1021,35,"Population, 2021",478.0,4681.68462292,POINT (-79.4243294 43.6979694)
870,29656553,43.701731,-79.4220579,3,,,35202893,2021S051235202893,0.0695,35,"Population, 2021",620.0,8920.86330935,POINT (-79.4220579 43.701731)
871,29656559,43.7029039,-79.4223677,3,,,35202894,2021S051235202894,0.0547,35,"Population, 2021",717.0,13107.8610603,POINT (-79.4223677 43.7029039)
872,25644733,43.7058191,-79.4026892,4,,,35202907,2021S051235202907,0.0581,35,"Population, 2021",470.0,8089.50086059,POINT (-79.4026892 43.7058191)
873,20380923,43.6965566,-79.4027266,3,,,35202930,2021S051235202930,0.077,35,"Population, 2021",583.0,7571.42857143,POINT (-79.4027266 43.6965566)
874,29656721,43.7076027,-79.4149746,3,,stop,35202936,2021S051235202936,0.0706,35,"Population, 2021",559.0,7917.8470255,POINT (-79.4149746 43.7076027)
875,29656722,43.7078346,-79.4139369,3,,stop,35202936,2021S051235202936,0.0706,35,"Population, 2021",559.0,7917.8470255,POINT (-79.4139369 43.7078346)
876,29656723,43.7080462,-79.4129122,3,,stop,35202936,2021S051235202936,0.0706,35,"Population, 2021",559.0,7917.8470255,POINT (-79.4129122 43.7080462)
877,29656720,43.7073617,-79.4161323,4,,stop,35202937,2021S051235202937,0.0818,35,"Population, 2021",643.0,7860.63569682,POINT (-79.4161323 43.7073617)
878,29656719,43.7071714,-79.4170657,3,,stop,35202939,2021S051235202939,0.0889,35,"Population, 2021",630.0,7086.61417323,POINT (-79.4170657 43.7071714)
879,29656762,43.7091583,-79.4211567,4,,,35202941,2021S051235202941,0.0827,35,"Population, 2021",483.0,5840.38694075,POINT (-79.4211567 43.7091583)
880,29656763,43.7099528,-79.4173674,3,,stop,35202941,2021S051235202941,0.0827,35,"Population, 2021",483.0,5840.38694075,POINT (-79.4173674 43.7099528)
881,29657174,43.7073812,-79.420718,4,,stop,35202941,2021S051235202941,0.0827,35,"Population, 2021",483.0,5840.38694075,POINT (-79.420718 43.7073812)
882,29657186,43.7082772,-79.4209397,4,,,35202941,2021S051235202941,0.0827,35,"Population, 2021",483.0,5840.38694075,POINT (-79.4209397 43.7082772)
883,29657175,43.708204,-79.4166538,4,,stop,35202942,2021S051235202942,0.0994,35,"Population, 2021",576.0,5794.76861167,POINT (-79.4166538 43.708204)
884,29657187,43.709099,-79.4170214,4,,stop,35202942,2021S051235202942,0.0994,35,"Population, 2021",576.0,5794.76861167,POINT (-79.4170214 43.709099)
885,29656770,43.7135323,-79.3997834,3,,traffic_signals,35202944,2021S051235202944,0.1274,35,"Population, 2021",741.0,5816.32653061,POINT (-79.3997834 43.7135323)
886,29659124,43.6478021,-79.4894152,3,,,35203148,2021S051235203148,0.102,35,"Population, 2021",449.0,4401.96078431,POINT (-79.4894152 43.6478021)
887,25768088,43.6477379,-79.4881914,3,,,35203149,2021S051235203149,0.0946,35,"Population, 2021",1067.0,11279.0697674,POINT (-79.4881914 43.6477379)
888,25768089,43.6479435,-79.486724,3,,,35203149,2021S051235203149,0.0946,35,"Population, 2021",1067.0,11279.0697674,POINT (-79.486724 43.6479435)
889,29658899,43.6493223,-79.4844411,3,,traffic_signals,35203149,2021S051235203149,0.0946,35,"Population, 2021",1067.0,11279.0697674,POINT (-79.4844411 43.6493223)
890,21090838,43.6364536,-79.3997044,4,,,35203157,2021S051235203157,0.393,35,"Population, 2021",9625.0,24491.0941476,POINT (-79.3997044 43.6364536)
891,23845762,43.6392686,-79.4108406,4,,traffic_signals,35203157,2021S051235203157,0.393,35,"Population, 2021",9625.0,24491.0941476,POINT (-79.4108406 43.6392686)
892,23845885,43.6363746,-79.4086384,3,,,35203157,2021S051235203157,0.393,35,"Population, 2021",9625.0,24491.0941476,POINT (-79.4086384 43.6363746)
893,23845899,43.6364519,-79.406892,4,,,35203157,2021S051235203157,0.393,35,"Population, 2021",9625.0,24491.0941476,POINT (-79.406892 43.6364519)
894,23845968,43.6383394,-79.4018713,3,,,35203157,2021S051235203157,0.393,35,"Population, 2021",9625.0,24491.0941476,POINT (-79.4018713 43.6383394)
895,23845983,43.6376645,-79.4032453,3,,,35203157,2021S051235203157,0.393,35,"Population, 2021",9625.0,24491.0941476,POINT (-79.4032453 43.6376645)
896,23846029,43.6367631,-79.4067692,3,,,35203157,2021S051235203157,0.393,35,"Population, 2021",9625.0,24491.0941476,POINT (-79.4067692 43.6367631)
897,21436480,43.6409697,-79.4173315,3,,traffic_signals,35203160,2021S051235203160,0.1166,35,"Population, 2021",2581.0,22135.5060034,POINT (-79.4173315 43.6409697)
898,25629283,43.640662,-79.4147139,3,,stop,35203160,2021S051235203160,0.1166,35,"Population, 2021",2581.0,22135.5060034,POINT (-79.4147139 43.640662)
899,29697342,43.6434812,-79.4223723,4,,traffic_signals,35203160,2021S051235203160,0.1166,35,"Population, 2021",2581.0,22135.5060034,POINT (-79.4223723 43.6434812)
900,25629294,43.64471,-79.4162831,4,,traffic_signals,35203161,2021S051235203161,0.1032,35,"Population, 2021",520.0,5038.75968992,POINT (-79.4162831 43.64471)
901,23845793,43.6453347,-79.413191,3,,traffic_signals,35203162,2021S051235203162,0.0598,35,"Population, 2021",973.0,16270.90301,POINT (-79.413191 43.6453347)
902,29697166,43.642972,-79.4142879,4,,stop,35203162,2021S051235203162,0.0598,35,"Population, 2021",973.0,16270.90301,POINT (-79.4142879 43.642972)
903,23845778,43.6414736,-79.411736,4,,,35203163,2021S051235203163,0.0666,35,"Population, 2021",513.0,7702.7027027,POINT (-79.411736 43.6414736)
904,23922843,43.6456852,-79.411474,3,,,35203163,2021S051235203163,0.0666,35,"Population, 2021",513.0,7702.7027027,POINT (-79.411474 43.6456852)
905,20953853,43.6545629,-79.3640014,4,,traffic_signals,35203176,2021S051235203176,0.3294,35,"Population, 2021",3438.0,10437.1584699,POINT (-79.3640014 43.6545629)
906,21090712,43.6515641,-79.3627129,4,,traffic_signals,35203176,2021S051235203176,0.3294,35,"Population, 2021",3438.0,10437.1584699,POINT (-79.3627129 43.6515641)
907,21090783,43.6521385,-79.3643918,4,,traffic_signals,35203176,2021S051235203176,0.3294,35,"Population, 2021",3438.0,10437.1584699,POINT (-79.3643918 43.6521385)
908,21090784,43.6527358,-79.3632207,4,,traffic_signals,35203176,2021S051235203176,0.3294,35,"Population, 2021",3438.0,10437.1584699,POINT (-79.3632207 43.6527358)
909,21090785,43.6532408,-79.3623554,3,,,35203176,2021S051235203176,0.3294,35,"Population, 2021",3438.0,10437.1584699,POINT (-79.3623554 43.6532408)
910,21090793,43.6577175,-79.354997,3,,,35203176,2021S051235203176,0.3294,35,"Population, 2021",3438.0,10437.1584699,POINT (-79.354997 43.6577175)
911,25768708,43.6556088,-79.3644473,4,,traffic_signals,35203176,2021S051235203176,0.3294,35,"Population, 2021",3438.0,10437.1584699,POINT (-79.3644473 43.6556088)
912,29687550,43.6535652,-79.3635746,4,,traffic_signals,35203176,2021S051235203176,0.3294,35,"Population, 2021",3438.0,10437.1584699,POINT (-79.3635746 43.6535652)
913,29687666,43.6529945,-79.3647546,4,,traffic_signals,35203176,2021S051235203176,0.3294,35,"Population, 2021",3438.0,10437.1584699,POINT (-79.3647546 43.6529945)
914,21090735,43.6569128,-79.3512474,3,,,35203177,2021S051235203177,0.2076,35,"Population, 2021",2230.0,10741.8111753,POINT (-79.3512474 43.6569128)
915,21090739,43.6566039,-79.3488834,4,,traffic_signals,35203177,2021S051235203177,0.2076,35,"Population, 2021",2230.0,10741.8111753,POINT (-79.3488834 43.6566039)
916,21090743,43.6565042,-79.3475379,4,,,35203177,2021S051235203177,0.2076,35,"Population, 2021",2230.0,10741.8111753,POINT (-79.3475379 43.6565042)
917,21090749,43.6562203,-79.348717,3,,,35203177,2021S051235203177,0.2076,35,"Population, 2021",2230.0,10741.8111753,POINT (-79.348717 43.6562203)
918,31022265,43.6637052,-79.3592335,4,,traffic_signals,35203183,2021S051235203183,0.2191,35,"Population, 2021",512.0,2336.83249658,POINT (-79.3592335 43.6637052)
919,31022275,43.6659142,-79.3573801,3,,traffic_signals,35203183,2021S051235203183,0.2191,35,"Population, 2021",512.0,2336.83249658,POINT (-79.3573801 43.6659142)
920,31086758,43.6640472,-79.3637008,3,,,35203183,2021S051235203183,0.2191,35,"Population, 2021",512.0,2336.83249658,POINT (-79.3637008 43.6640472)
921,31086760,43.6646578,-79.3608192,3,,,35203183,2021S051235203183,0.2191,35,"Population, 2021",512.0,2336.83249658,POINT (-79.3608192 43.6646578)
922,31086762,43.665034,-79.3622428,3,,,35203183,2021S051235203183,0.2191,35,"Population, 2021",512.0,2336.83249658,POINT (-79.3622428 43.665034)
923,31086763,43.6656899,-79.3625066,4,,stop,35203183,2021S051235203183,0.2191,35,"Population, 2021",512.0,2336.83249658,POINT (-79.3625066 43.6656899)
924,31086765,43.6660343,-79.3609215,1,,,35203183,2021S051235203183,0.2191,35,"Population, 2021",512.0,2336.83249658,POINT (-79.3609215 43.6660343)
925,31086766,43.665418,-79.3606142,1,,turning_circle,35203183,2021S051235203183,0.2191,35,"Population, 2021",512.0,2336.83249658,POINT (-79.3606142 43.665418)
926,31086768,43.6642275,-79.3628621,3,,,35203183,2021S051235203183,0.2191,35,"Population, 2021",512.0,2336.83249658,POINT (-79.3628621 43.6642275)
927,31147882,43.6653867,-79.3638467,3,,,35203183,2021S051235203183,0.2191,35,"Population, 2021",512.0,2336.83249658,POINT (-79.3638467 43.6653867)
928,31086755,43.6644091,-79.3619933,4,,stop,35203184,2021S051235203184,0.048,35,"Population, 2021",525.0,10937.5,POINT (-79.3619933 43.6644091)
929,31086761,43.6634222,-79.3603239,3,,,35203184,2021S051235203184,0.048,35,"Population, 2021",525.0,10937.5,POINT (-79.3603239 43.6634222)
930,31086769,43.6629814,-79.3623295,3,,,35203184,2021S051235203184,0.048,35,"Population, 2021",525.0,10937.5,POINT (-79.3623295 43.6629814)
931,32188041,43.6631657,-79.36149,4,,traffic_signals,35203184,2021S051235203184,0.048,35,"Population, 2021",525.0,10937.5,POINT (-79.36149 43.6631657)
932,31236896,43.6669331,-79.3532288,3,,,35203185,2021S051235203185,0.3126,35,"Population, 2021",116.0,371.081253999,POINT (-79.3532288 43.6669331)
933,31236918,43.6688117,-79.3530338,3,,,35203185,2021S051235203185,0.3126,35,"Population, 2021",116.0,371.081253999,POINT (-79.3530338 43.6688117)
934,31236921,43.6678123,-79.3533495,3,,,35203185,2021S051235203185,0.3126,35,"Population, 2021",116.0,371.081253999,POINT (-79.3533495 43.6678123)
935,31236926,43.6661722,-79.3529085,4,,,35203185,2021S051235203185,0.3126,35,"Population, 2021",116.0,371.081253999,POINT (-79.3529085 43.6661722)
936,31237431,43.6729286,-79.3575239,1,,,35203185,2021S051235203185,0.3126,35,"Population, 2021",116.0,371.081253999,POINT (-79.3575239 43.6729286)
937,31258737,43.6648211,-79.3552282,4,,traffic_signals,35203185,2021S051235203185,0.3126,35,"Population, 2021",116.0,371.081253999,POINT (-79.3552282 43.6648211)
938,31258742,43.6660085,-79.3536376,3,,,35203185,2021S051235203185,0.3126,35,"Population, 2021",116.0,371.081253999,POINT (-79.3536376 43.6660085)
939,21099093,43.6648308,-79.3416088,4,,traffic_signals,35203190,2021S051235203190,0.2058,35,"Population, 2021",1290.0,6268.22157434,POINT (-79.3416088 43.6648308)
940,21099094,43.6610647,-79.3400854,4,,traffic_signals,35203190,2021S051235203190,0.2058,35,"Population, 2021",1290.0,6268.22157434,POINT (-79.3400854 43.6610647)
941,27558314,43.663922,-79.3438772,4,,traffic_signals,35203190,2021S051235203190,0.2058,35,"Population, 2021",1290.0,6268.22157434,POINT (-79.3438772 43.663922)
942,21090746,43.6576254,-79.3424728,4,,,35203192,2021S051235203192,0.051,35,"Population, 2021",605.0,11862.745098,POINT (-79.3424728 43.6576254)
943,21099095,43.6583953,-79.3389684,4,,traffic_signals,35203193,2021S051235203193,0.0629,35,"Population, 2021",505.0,8028.61685215,POINT (-79.3389684 43.6583953)
944,27558296,43.6661716,-79.3342881,4,,traffic_signals,35203201,2021S051235203201,0.0479,35,"Population, 2021",668.0,13945.7202505,POINT (-79.3342881 43.6661716)
945,31319627,43.6626828,-79.3328113,3,,traffic_signals,35203201,2021S051235203201,0.0479,35,"Population, 2021",668.0,13945.7202505,POINT (-79.3328113 43.6626828)
946,25768699,43.6622228,-79.3348844,3,,,35203204,2021S051235203204,0.0365,35,"Population, 2021",303.0,8301.36986301,POINT (-79.3348844 43.6622228)
947,27558297,43.6659029,-79.3367491,3,,,35203204,2021S051235203204,0.0365,35,"Population, 2021",303.0,8301.36986301,POINT (-79.3367491 43.6659029)
948,27558217,43.667281,-79.3293638,4,,,35203209,2021S051235203209,0.0566,35,"Population, 2021",598.0,10565.3710247,POINT (-79.3293638 43.667281)
949,27558212,43.6676414,-79.3255214,4,,,35203211,2021S051235203211,0.0299,35,"Population, 2021",302.0,10100.3344482,POINT (-79.3255214 43.6676414)
950,27558208,43.6678498,-79.3223304,4,,traffic_signals,35203221,2021S051235203221,0.0636,35,"Population, 2021",566.0,8899.37106918,POINT (-79.3223304 43.6678498)
951,27558210,43.6677359,-79.3234403,4,,,35203221,2021S051235203221,0.0636,35,"Population, 2021",566.0,8899.37106918,POINT (-79.3234403 43.6677359)
952,27558211,43.6676878,-79.3244666,4,,,35203221,2021S051235203221,0.0636,35,"Population, 2021",566.0,8899.37106918,POINT (-79.3244666 43.6676878)
953,27558213,43.6676082,-79.3266247,4,,traffic_signals,35203223,2021S051235203223,0.0187,35,"Population, 2021",202.0,10802.1390374,POINT (-79.3266247 43.6676082)
954,27558218,43.6670004,-79.3305852,4,,,35203225,2021S051235203225,0.0436,35,"Population, 2021",450.0,10321.1009174,POINT (-79.3305852 43.6670004)
955,27558295,43.6667354,-79.3317128,4,,traffic_signals,35203225,2021S051235203225,0.0436,35,"Population, 2021",450.0,10321.1009174,POINT (-79.3317128 43.6667354)
956,27557883,43.6686502,-79.3187039,4,,,35203227,2021S051235203227,0.0443,35,"Population, 2021",554.0,12505.6433409,POINT (-79.3187039 43.6686502)
957,25768691,43.672656,-79.2875881,4,,traffic_signals,35203235,2021S051235203235,0.0838,35,"Population, 2021",555.0,6622.91169451,POINT (-79.2875881 43.672656)
958,25768692,43.6721692,-79.2899424,4,,,35203801,2021S051235203801,0.1069,35,"Population, 2021",476.0,4452.7595884,POINT (-79.2899424 43.6721692)
959,25768693,43.6704901,-79.297996,4,,traffic_signals,35203803,2021S051235203803,0.0681,35,"Population, 2021",517.0,7591.77679883,POINT (-79.297996 43.6704901)
960,31258725,43.6666729,-79.3470225,3,,,35203807,2021S051235203807,0.04,35,"Population, 2021",465.0,11625.0,POINT (-79.3470225 43.6666729)
961,31236894,43.6704822,-79.3539017,3,,,35203811,2021S051235203811,0.11,35,"Population, 2021",713.0,6481.81818182,POINT (-79.3539017 43.6704822)
962,31236915,43.6697123,-79.3531854,3,,,35203811,2021S051235203811,0.11,35,"Population, 2021",713.0,6481.81818182,POINT (-79.3531854 43.6697123)
963,31237432,43.6711335,-79.3510281,3,,stop,35203811,2021S051235203811,0.11,35,"Population, 2021",713.0,6481.81818182,POINT (-79.3510281 43.6711335)
964,31258730,43.6721604,-79.3506042,3,,,35203812,2021S051235203812,0.0614,35,"Population, 2021",827.0,13469.0553746,POINT (-79.3506042 43.6721604)
965,31258734,43.6726093,-79.350805,3,,,35203812,2021S051235203812,0.0614,35,"Population, 2021",827.0,13469.0553746,POINT (-79.350805 43.6726093)
966,31237450,43.6749068,-79.3484303,3,,,35203813,2021S051235203813,0.0519,35,"Population, 2021",426.0,8208.09248555,POINT (-79.3484303 43.6749068)
967,31241512,43.6757168,-79.3487921,3,,,35203813,2021S051235203813,0.0519,35,"Population, 2021",426.0,8208.09248555,POINT (-79.3487921 43.6757168)
968,31258735,43.6733619,-79.3511232,3,,,35203813,2021S051235203813,0.0519,35,"Population, 2021",426.0,8208.09248555,POINT (-79.3511232 43.6733619)
969,31236893,43.676505,-79.3491077,3,,,35203815,2021S051235203815,0.0896,35,"Population, 2021",590.0,6584.82142857,POINT (-79.3491077 43.676505)
970,31296494,43.6761185,-79.3489532,3,,,35203815,2021S051235203815,0.0896,35,"Population, 2021",590.0,6584.82142857,POINT (-79.3489532 43.6761185)
971,32441328,43.6775522,-79.3519531,3,,traffic_signals,35203815,2021S051235203815,0.0896,35,"Population, 2021",590.0,6584.82142857,POINT (-79.3519531 43.6775522)
972,21291898,43.6773846,-79.3528006,3,,,35203817,2021S051235203817,0.0977,35,"Population, 2021",627.0,6417.604913,POINT (-79.3528006 43.6773846)
973,32441269,43.6815676,-79.3547153,4,,stop,35203817,2021S051235203817,0.0977,35,"Population, 2021",627.0,6417.604913,POINT (-79.3547153 43.6815676)
974,32441307,43.6777953,-79.3507388,3,,,35203817,2021S051235203817,0.0977,35,"Population, 2021",627.0,6417.604913,POINT (-79.3507388 43.6777953)
975,32441316,43.6817957,-79.3535474,3,,,35203817,2021S051235203817,0.0977,35,"Population, 2021",627.0,6417.604913,POINT (-79.3535474 43.6817957)
976,21291897,43.6782343,-79.3484708,3,,,35203818,2021S051235203818,0.0635,35,"Population, 2021",647.0,10188.976378,POINT (-79.3484708 43.6782343)
977,31236931,43.6779993,-79.3496645,4,,traffic_signals,35203818,2021S051235203818,0.0635,35,"Population, 2021",647.0,10188.976378,POINT (-79.3496645 43.6779993)
978,31296492,43.6784571,-79.3473379,4,,traffic_signals,35203818,2021S051235203818,0.0635,35,"Population, 2021",647.0,10188.976378,POINT (-79.3473379 43.6784571)
979,32441355,43.6782703,-79.3482988,3,,,35203818,2021S051235203818,0.0635,35,"Population, 2021",647.0,10188.976378,POINT (-79.3482988 43.6782703)
980,32441393,43.6802579,-79.349044,3,,stop,35203818,2021S051235203818,0.0635,35,"Population, 2021",647.0,10188.976378,POINT (-79.349044 43.6802579)
981,32441394,43.6804376,-79.3480859,3,,,35203819,2021S051235203819,0.0427,35,"Population, 2021",393.0,9203.7470726,POINT (-79.3480859 43.6804376)
982,32441401,43.6807043,-79.3481841,3,,stop,35203819,2021S051235203819,0.0427,35,"Population, 2021",393.0,9203.7470726,POINT (-79.3481841 43.6807043)
983,21291896,43.6789376,-79.3448791,4,,traffic_signals,35203820,2021S051235203820,0.0723,35,"Population, 2021",556.0,7690.17980636,POINT (-79.3448791 43.6789376)
984,31296493,43.6786884,-79.3461625,4,,,35203820,2021S051235203820,0.0723,35,"Population, 2021",556.0,7690.17980636,POINT (-79.3461625 43.6786884)
985,32441346,43.6823744,-79.3461459,3,,,35203820,2021S051235203820,0.0723,35,"Population, 2021",556.0,7690.17980636,POINT (-79.3461459 43.6823744)
986,32441364,43.6821369,-79.347377,3,,,35203820,2021S051235203820,0.0723,35,"Population, 2021",556.0,7690.17980636,POINT (-79.347377 43.6821369)
987,32441404,43.6809469,-79.346934,3,,stop,35203820,2021S051235203820,0.0723,35,"Population, 2021",556.0,7690.17980636,POINT (-79.346934 43.6809469)
988,32868262,43.6821882,-79.3460858,3,,,35203820,2021S051235203820,0.0723,35,"Population, 2021",556.0,7690.17980636,POINT (-79.3460858 43.6821882)
989,31258722,43.6686084,-79.3458023,4,,stop,35203828,2021S051235203828,0.0445,35,"Population, 2021",422.0,9483.14606742,POINT (-79.3458023 43.6686084)
990,31258727,43.6681834,-79.3476592,4,,,35203828,2021S051235203828,0.0445,35,"Population, 2021",422.0,9483.14606742,POINT (-79.3476592 43.6681834)
991,31258728,43.6689456,-79.3479947,3,,,35203828,2021S051235203828,0.0445,35,"Population, 2021",422.0,9483.14606742,POINT (-79.3479947 43.6689456)
992,31236897,43.6691439,-79.3433776,3,,,35203829,2021S051235203829,0.0389,35,"Population, 2021",444.0,11413.8817481,POINT (-79.3433776 43.6691439)
993,31258717,43.6697618,-79.3436311,3,,,35203829,2021S051235203829,0.0389,35,"Population, 2021",444.0,11413.8817481,POINT (-79.3436311 43.6697618)
994,31258720,43.6702274,-79.3464686,4,,stop,35203829,2021S051235203829,0.0389,35,"Population, 2021",444.0,11413.8817481,POINT (-79.3464686 43.6702274)
995,31258721,43.669385,-79.3461232,4,,stop,35203829,2021S051235203829,0.0389,35,"Population, 2021",444.0,11413.8817481,POINT (-79.3461232 43.669385)
996,21099092,43.6676389,-79.3427446,4,,traffic_signals,35203830,2021S051235203830,0.0729,35,"Population, 2021",511.0,7009.60219479,POINT (-79.3427446 43.6676389)
997,31236890,43.6697441,-79.3410943,1,,,35203830,2021S051235203830,0.0729,35,"Population, 2021",511.0,7009.60219479,POINT (-79.3410943 43.6697441)
998,31236892,43.6678776,-79.3455043,4,,,35203830,2021S051235203830,0.0729,35,"Population, 2021",511.0,7009.60219479,POINT (-79.3455043 43.6678776)
999,31236928,43.668433,-79.3430883,3,,,35203830,2021S051235203830,0.0729,35,"Population, 2021",511.0,7009.60219479,POINT (-79.3430883 43.668433)
1000,31236930,43.6670952,-79.3451738,4,,traffic_signals,35203830,2021S051235203830,0.0729,35,"Population, 2021",511.0,7009.60219479,POINT (-79.3451738 43.6670952)
1001,31258719,43.6702615,-79.3413104,3,,,35203830,2021S051235203830,0.0729,35,"Population, 2021",511.0,7009.60219479,POINT (-79.3413104 43.6702615)
1002,31258726,43.6674304,-79.3473421,4,,,35203830,2021S051235203830,0.0729,35,"Population, 2021",511.0,7009.60219479,POINT (-79.3473421 43.6674304)
1003,26007448,43.6592341,-79.4272833,4,,,35203833,2021S051235203833,0.0548,35,"Population, 2021",529.0,9653.28467153,POINT (-79.4272833 43.6592341)
