,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
35300573,9288.796153654434,8997.656530563123,8580.065961102031,8567.058535796508,8660.604541334527,8779.109184150557,8794.271409653225,8769.875587498907,8684.52519144857,8580.260106025633,8425.8186447734,8329.211779456407,8343.045188310245,8124.488376112828,7902.629894550871,7716.727933055389,7502.36055650907,7345.16366822064,7148.0238993961175,7009.729480298945,6730.383273800227,6631.800541706385,6381.175953173075,6103.073563199746,5915.735733314961,5819.684436370961,5721.152379217927,5619.5767446673,5523.513976693623,5446.87877860126,5297.632009835488,5251.074349180014,5238.771860108638,5213.104638615747,5124.040105980907,5057.350690928219,5047.972887334299,5002.793807612957,4953.120830962073,4777.00610162715,4699.346109538191,4434.112426872496,4323.252888547861,4053.6482932382905,3672.5560826278756,3382.030094985582,3277.8688784528235,3175.466836952071,2978.6629921243566,2956.768342728637,2214.2695298243298,2015.2958440889645,1744.8656114434898,1729.5279881797835,1714.5428428941425,1575.6122372949337,1350.693159451698,1220.8808308079333,1015.4326717961463,910.5562202964767,732.5444328853544,405.9668447799484,216.68262005592044,78.02599156046348,98.93753376372328,211.56234467226406,307.6994462207068,382.5569068427178,386.0552958004747,395.98928818002315,483.520479640622,358.0327835267277,305.27386954336106,614.9853920117142
35300574,8736.173073413798,8440.300215884994,8024.763268558269,8005.397298339325,8092.74017045907,8205.390774999976,8217.264261419481,8189.324053171291,8097.529875207791,7987.214791430413,7831.284622520394,7731.94878462313,7741.828684434211,7522.995691563751,7300.952700161519,7114.792248470047,6900.24912519059,6742.9916240867005,6545.734773138214,6407.28629264509,6125.82491379983,6026.272817644508,5773.197322585999,5493.749694514245,5305.357911626065,5208.6567146695415,5109.454118595496,5007.406320331421,4910.6006295806765,4833.166387783468,4682.694849960968,4645.394333641532,4637.415669696443,4619.594385799065,4527.9945782486375,4445.009437582485,4433.156174619118,4388.407169328601,4339.161302884815,4164.339030177857,4087.467439895993,3820.970408401496,3708.302779630308,3437.1239342739464,3054.2174123607406,2766.6589936435867,2660.5129345451974,2557.544196001775,2362.150161209088,2335.0836799512435,1589.211109046254,1391.1434818045234,1113.3984725892544,1089.3013598197274,1067.3613275265016,946.9694927136321,712.0409157011464,577.5638599150523,367.8536685847086,270.74720749642,192.4078640506807,488.7287125253319,734.8089246050235,669.1304666336162,737.2041635723621,844.9807958792485,927.1350828511952,430.7906284058676,329.4032401333749,266.7374419680445,213.04480236086425,388.3145698251609,679.7909672606108,766.8390117642009
35300575,9145.981460221612,8848.675922815215,8433.949057281941,8412.435375646475,8497.411226626398,8607.580239176401,8617.969875678078,8588.35205461575,8493.250852466255,8379.479140908408,8222.703248791964,8121.658874354677,8128.813208613222,7909.906364245758,7687.86390530147,7501.634805278055,7287.107829110331,7129.916914318882,6932.720820273188,6794.267760937718,6511.4713392800595,6411.266431506246,6156.490007147359,5876.227337746885,5687.160900313856,5590.017634518573,5490.354684656731,5388.023262135912,5290.684345338902,5212.631613503522,5061.24137283634,5031.854267944433,5027.036476333157,5014.289570598115,4921.2694197483115,4826.310245448486,4812.21885867758,4767.948315032508,4719.182643317763,4545.84357406852,4469.81018650809,4202.7430548008015,4088.6790310089395,3816.68429255808,3433.1379535584138,3149.4644031902953,3041.874050231026,2938.8008133179846,2745.6831314663273,2713.5688012087994,1969.452977547675,1774.6166144653362,1491.9724165276652,1452.5101951274194,1402.1369851115837,1188.280006856785,991.8025293927725,882.9383116304481,730.5480004724102,670.1729136291152,603.4216022750426,622.6199436837106,665.2200345387971,539.253355952817,520.2091403069163,595.6120161058975,779.0669386027988,558.766404257798,460.92187709709515,379.44613564643896,222.00294274882214,135.3363305374199,320.81725820145243,345.9680168693078
35300718,6493.723609982677,6186.839773040804,5780.568725146709,5743.3299091651925,5813.101677747375,5909.827706891277,5913.422723595743,5877.03300478205,5770.764993347924,5647.8720748009,5489.38799307905,5384.935930766477,5387.4525858775205,5168.627527457871,4946.796867939908,4760.654220575995,4546.392256226568,4389.499733943964,4192.667481754412,4054.4088825127906,3769.8870508047235,3668.85778477635,3412.1570941022783,3131.273835095079,2941.688136390036,2844.1944092445196,2744.1839812613935,2641.69639054001,2543.970460469985,2465.4654620639376,2313.512381466922,2295.5811822543337,2298.952668841559,2304.7209127109472,2206.8013010902523,2081.694345290205,2065.187774921873,2021.4345651757362,1973.2597189869898,1802.2813112269441,1727.8762809264617,1461.0556366503995,1345.1603731819075,1073.2838421025342,691.9603203074139,433.88873606116056,327.14403142830776,238.97926834821314,179.5407819015947,115.42178701771307,793.591471838332,992.510816102181,1265.9151081257066,1296.9861772048512,1359.4324881950893,1678.2346231162041,1790.6493308096187,1874.7922747608477,2023.9347510746009,2108.550306461166,2275.7004495334277,2692.1289374221205,3025.72504400913,3008.9433083406598,3103.515313073697,3214.9878958840545,3241.541472217706,2673.9554843467017,2629.2234724419322,2612.1087721645486,2583.443896747507,2759.4403440740866,3049.9629756156637,3040.1576149331063
35300732,3752.1547657674396,3435.6707028566757,3052.379102344569,2988.736770094277,3032.6051527905934,3108.6551237308204,3103.3602412015503,3059.1381905431153,2942.28450289788,2814.1110484672568,2655.2235928872747,2550.6699803247457,2555.7872944404685,2336.882768973304,2114.836077354503,1928.6087109815508,1714.07739650615,1556.88776853688,1359.706652954781,1221.263814721859,939.0590484386094,839.9922703509062,592.7399843194842,327.25629264617595,179.4592024081464,149.75920114934289,179.3839548558461,247.2731213985607,332.66859047724495,407.622172999042,553.1111529053663,541.3993709787056,557.2556688807523,622.6741038669967,690.2504328302269,757.2740064122354,783.1441043711667,823.0805292916262,868.07332283594,1033.141402559284,1106.5653211606343,1373.333168550664,1489.3433553819525,1761.0913060277705,2143.486338019364,2423.6918254614825,2531.6613115612936,2634.654340934954,2827.3635849911648,2860.8332555481315,3603.578190819794,3799.0255053781084,4081.148748197644,4123.421455739503,4193.432890535954,4505.511803773431,4624.974959893451,4706.351709625792,4843.103369256571,4917.423641162218,5062.911065351562,5441.002026218351,5778.570485160738,5782.672815722227,5889.961501769991,6002.719600220466,5995.426050785667,5434.234803564213,5406.463146504584,5401.966938231276,5396.097216912954,5572.903398084238,5864.896797616577,5871.96678798117
35300970,1119.9107810471326,949.6722546716779,1079.1352334513908,939.455596174876,753.19025986838,556.8054078992975,468.05361588486124,400.8834357829707,377.2993151130269,484.42318027817385,646.3153634623172,764.9973406081338,806.8062304563988,1007.3457243904888,1216.1879824579412,1395.267057317157,1602.6403802374466,1755.239545160464,1947.919248464499,2084.0317794123002,2370.6106851586374,2473.140741220928,2733.676659959106,3013.20095446281,3202.3711867072775,3300.0189902771867,3400.170613924942,3501.980756419651,3600.1007358293004,3679.654362870507,3832.401064782975,3832.470126020883,3831.2953446390334,3842.651153687983,3934.9425698526225,4051.966055211226,4074.4419493807122,4116.075303649793,4162.284043227148,4328.451132719618,4401.296627418638,4667.442231246715,4783.943379661093,5055.134465748419,5436.250681464887,5711.923626163377,5820.705363963665,5923.317227980206,6113.348390530897,6150.387591137546,6888.765756308002,7081.933749151019,7365.050258497421,7411.438906600051,7485.808736947818,7800.856463642323,7917.804510988485,7996.151401039464,8125.615115735124,8194.746433530487,8329.652737274924,8687.0886916599,9023.092864304219,9037.649483929537,9150.843994507066,9263.633079679326,9238.445123663168,8685.65059654236,8666.048987469974,8667.618791508221,8673.328956908803,8849.960532184468,9141.885271155752,9160.866722029263
35300971,1512.615809983879,1274.4359896181275,1248.4170858770322,1087.6278648604762,927.1758615774492,782.6447509099759,694.0482169686707,587.3376213957388,381.9571520978499,207.93762676706692,277.4253591285936,340.8299194942215,334.53316942746073,550.6930950696728,771.2178948825106,956.9283154367611,1170.8244737094103,1327.5875035934362,1524.4330312259635,1662.7582802143647,1947.3324705982507,2048.724901070484,2307.1026703211774,2588.2097648968856,2778.11121990495,2875.925969811941,2976.267266580873,3078.705574473056,3176.882777085759,3256.14746995185,3408.987910781174,3424.6550809173327,3430.500454057578,3454.309406264861,3542.725999897659,3635.722356235064,3654.6061721521683,3697.446057636253,3744.877541323082,3914.793512932165,3989.4519787376244,4256.530938209776,4371.997925957439,4644.063650697213,5026.94450002405,5307.363374723651,5415.431006022425,5518.404720729271,5710.752297059875,5744.636096953872,6487.000475390386,6681.995406641751,6964.415292552623,7007.21849349641,7076.464655937995,7383.339419608038,7507.650471786548,7590.042905899595,7726.220196654648,7799.105898356819,7940.470220773192,8308.314537880153,8645.289614078441,8654.984575517301,8765.254197255708,8878.0850863101,8861.47637584462,8304.443879542483,8280.851283869852,8279.21704513273,8277.893514505857,8454.691923636894,8746.737585369987,8755.696674962011
35300972,1205.548005501669,924.9089703016083,827.6828359489123,666.2015983988626,523.1816397519897,428.793152356513,367.0759991703004,282.0099259188367,151.28379697271123,226.70801346699452,292.0805613312402,413.4584775836528,525.3571532151174,643.9008321632793,806.0457232409634,962.1779043191714,1151.428989321512,1294.3082742724655,1478.029660864552,1609.4935427203302,1893.8783093418206,1996.2938879720593,2256.3329043430413,2532.281872060973,2719.6371934484123,2816.603690394961,2916.0812348028044,3016.872307153397,3114.5133294146317,3193.9824262580423,3346.0626848685342,3334.521596250713,3328.981552129139,3333.6519413273113,3427.644481479739,3559.237253877326,3584.3876887780125,3624.958660608102,3670.103746921542,3833.100073925094,3904.51305384795,4169.451018194622,4286.415210656536,4556.534355512874,4935.925120111594,5208.358249410336,5317.431901993144,5419.717489069387,5608.229032999115,5647.0406897346,6382.522863895018,6574.57762884288,6857.8739524532275,6906.184765778534,6983.504272881069,7303.674213746694,7415.717628644517,7491.612085628442,7617.364105730479,7684.602290978705,7816.525544806268,8169.793238704722,8505.35865192273,8521.654860956876,8635.941262173395,8748.678384547453,8720.367544741388,8169.22831611323,8151.154580405812,8154.028401932299,8162.876191178103,8339.357447638715,8631.114130366856,8655.2284567795
35300973,1710.3122780952312,1408.2812377649548,1193.1909711148583,1047.1430372459176,969.8836508690663,941.4526681926952,896.8583749962994,820.0547064290209,657.3772872826537,508.96376564222356,351.05934650264174,264.8145114341193,335.13867844001294,216.44329514878675,277.23988745202115,423.4588386233236,617.7179522681199,766.3708578570204,956.9794892081945,1092.5609481525253,1379.1006826720811,1481.6678808158504,1742.266255363352,2021.583023484085,2210.7161041443896,2308.361057714085,2408.514836205223,2510.341980445216,2608.471825513421,2688.0226551207406,2840.7859691076314,2843.5843507455716,2844.836753642966,2862.032355372705,2952.3899893535227,3061.183800315624,3083.1459912049413,3124.9408065911866,3171.3424193638944,3338.2781054163224,3411.5793442155255,3678.066230709239,3794.335697231269,4065.843400605228,4447.5783277288165,4724.915628588932,4833.470813920583,4936.241236731385,5127.197655022196,5163.070390375237,5903.133044159749,6097.102129683471,6379.980582696616,6424.945898716408,6497.547855214196,6810.499199047717,6929.352013974756,7009.0562928964255,7141.209172846422,7212.063636043699,7350.275427196207,7713.880636109713,8050.553273812371,8062.098646740031,8173.594153113022,8286.42293814867,8266.473000228661,7710.9292853058005,7688.952301179315,7688.720806780479,7690.818747648708,7867.555896509293,8159.578922506272,8174.26305119861
35300975,1028.7794027720274,724.1367343720067,567.3434244188959,406.4624723111185,288.40689305194735,286.7085450615552,288.21326904545305,284.55776421242456,347.61055447380676,490.52691180853105,535.9349478358758,640.4482247529783,763.8661379179413,840.561331103527,961.2635036387744,1089.438821190526,1252.7857994001358,1380.221006351947,1548.3734998900643,1671.0782039092687,1947.3349117896366,2048.019163006429,2304.024699355705,2572.57611835072,2755.9587522645857,2851.2783282371834,2949.1455601560597,3047.8992839239636,3144.280942754184,3223.1617061712686,3373.498144377174,3345.045127871682,3332.3185123704657,3324.6378579711754,3421.506223648396,3576.638819659985,3605.5185810946696,3644.3967688687035,3687.811150829131,3845.4352251488335,3914.3801807529358,4176.506222211395,4293.823348419907,4561.47165385475,4937.143167221638,5203.573090581806,5312.930004187174,5414.460564388327,5599.982197734019,5641.8068980743765,6371.093601065154,6560.870393970901,6844.160361073929,6895.871122859893,6978.143276240923,7306.085534749121,7410.250413824497,7481.926020392535,7600.8777465318635,7664.420466173178,7790.116861567471,8133.523509918781,8467.756470564933,8488.287223958934,8605.017379741586,8717.562694948232,8681.751565335124,8135.091387780255,8120.591928908226,8126.3537101366555,8141.686864759087,8317.734904485193,8608.946135808808,8642.641087855924
35301052,451.347143514372,278.95027013608683,329.98765457521006,451.82764019785236,550.8795933553566,684.8558702690785,777.6786519708081,882.3927510201866,1082.9452530802089,1284.2882146457384,1362.4289003567224,1472.7528690454988,1593.9202615429645,1670.0039247486661,1768.603841318781,1870.1357126636394,1999.073173547952,2100.8539810584743,2238.365637151708,2341.262807455043,2590.981424490945,2684.3667311205404,2923.26541489164,3168.616814012165,3338.5062512716336,3427.7620815679766,3519.647092945968,3611.5589183037123,3702.8789624100464,3778.6323853029085,3921.80306049567,3855.838559215738,3826.6288885563067,3789.44515128143,3890.8392028617513,4098.112624109074,4134.913521281735,4169.16330217671,4207.7539199650855,4349.856167049998,4411.684832745152,4662.492369441587,4778.766739163663,5036.353408244441,5397.724556826093,5645.667852492413,5754.488462980689,5852.943451992327,6028.725296448242,6077.94667503578,6784.266344211642,6966.420899643939,7247.528876686506,7307.964602335866,7402.78796985625,7748.929404833614,7831.81422406092,7891.82086261766,7991.683151081145,8044.724264867291,8152.398060199172,8465.873106675832,8794.434218617196,8827.002293684356,8950.089889551893,9061.529304454612,9004.391003715773,8473.53313865716,8469.270312924542,8483.141252125857,8516.470303779506,8690.380753970701,8978.604046316123,9038.483032508911
35301053,0.0,319.29219573721576,713.5497544821048,763.8778731747478,755.284260120326,777.2897757494148,843.7502557757839,944.6658582071128,1156.472609523635,1373.4999216781086,1492.3370600308097,1618.2256790651452,1722.6908053099542,1847.1042390051925,1987.4250810374813,2117.9885828936176,2275.3309982934156,2394.920243731393,2551.3467410395274,2665.4588058062327,2929.858526578918,3027.2085565276852,3275.08379949633,3531.288427402253,3707.2109713647274,3799.135711702725,3893.606863609494,3988.348849511027,4081.80317903005,4158.921763767038,4305.036959386398,4250.706380669924,4226.131268887284,4196.641248265906,4297.241033223422,4490.556644211522,4525.001207613195,4560.804008251795,4600.994757851124,4748.110738609844,4812.135585933761,5066.686354233074,5183.5049829901845,5444.283073765465,5809.909530711223,6062.606210453917,6171.707561836318,6270.992984073908,6449.14155408208,6496.814227285813,7208.747169829919,7392.567392817565,7674.336136835789,7733.128188555695,7825.478572957226,8167.9490669638335,8255.47440255747,8317.860256803553,8421.355835414035,8476.2605311046,8586.927204209373,8904.854547514242,9234.298034314292,9265.3031155797,9387.569334624057,9499.212781000686,9444.847405450946,8911.703785324426,8906.006214832985,8918.69184410754,8949.206843034612,9123.560196209124,9412.410118329382,9467.85421629197
